40,81,13,35,20,25
36,76,18,35,19,28
34,75,13,33,43,52
40,91,8,30,11,14
39,84,12,31,25,27
37,81,17,45,25,32
35,78,18,47,27,34
40,90,17,47,18,20
35,73,11,31,22,24
40,85,16,36,21,28
40,90,14,43,12,14
33,85,12,44,28,34
39,91,10,37,24,27
39,86,7,36,23,29
45,80,13,27,22,26
38,89,11,35,11,14
36,71,11,27,31,34
41,80,12,34,21,23
32,75,11,32,21,26
