36,76,10,24,19,22
36,81,12,34,16,20
41,84,12,33,21,28
33,80,14,37,7,11
37,75,16,35,14,26
37,85,7,25,33,39
37,88,11,37,15,21
45,92,11,35,17,22
33,91,9,33,19,26
39,88,15,42,21,23
36,72,10,28,19,24
41,85,9,26,26,30
39,82,14,40,17,21
42,93,12,38,25,29
43,99,15,46,12,15
38,84,15,38,25,27
49,97,16,47,10,17
34,79,14,42,22,29
35,79,14,39,18,21
