34,97,5,32,20,31
44,92,14,38,9,10
39,78,10,30,28,43
49,87,17,39,20,30
48,88,14,36,21,26
35,83,11,38,16,19
47,83,12,27,11,18
43,78,10,30,16,23
43,88,9,30,15,16
39,74,19,37,22,29
44,83,11,26,27,37
37,83,13,36,18,19
43,83,6,26,14,22
38,80,10,30,28,35
42,77,9,24,24,29
38,84,15,38,25,27
49,97,16,47,10,17
34,79,14,42,22,29
35,79,14,39,18,21
