Date,Open,High,Low,Close,Volume,Market Cap
19-Mar-20,5245.42,6329.74,5236.97,6191.19,51000731797.00,113162079956.00
18-Mar-20,5227.11,5331.83,5069.34,5238.44,37878801016.00,95740715529.00
17-Mar-20,5002.58,5371.35,4981.91,5225.63,38622642935.00,95499941183.00
16-Mar-20,5385.23,5385.23,4575.36,5014.48,45368026430.00,91633478850.00
15-Mar-20,5201.07,5836.65,5169.28,5392.31,33997889639.00,98530059890.00
14-Mar-20,5573.08,5625.23,5125.07,5200.37,36154506008.00,95014981944.00
13-Mar-20,5017.83,5838.11,4106.98,5563.71,74156772075.00,101644613038.00
12-Mar-20,7913.62,7929.12,4860.35,4970.79,53980357243.00,90804613601.00
11-Mar-20,7910.09,7950.81,7642.81,7911.43,38682762605.00,144508402671.00
10-Mar-20,7922.15,8136.95,7814.76,7909.73,42213940994.00,144465567734.00
9-Mar-20,8111.15,8177.79,7690.10,7923.64,46936995808.00,144706353758.00
8-Mar-20,8908.21,8914.34,8105.25,8108.12,39973102121.00,148060284561.00
7-Mar-20,9121.60,9163.22,8890.74,8909.95,36216930370.00,162684945903.00
6-Mar-20,9078.31,9167.70,9032.08,9122.55,40826885651.00,166548261960.00
5-Mar-20,8760.29,9142.05,8757.25,9078.76,39698054597.00,165731679918.00
4-Mar-20,8788.54,8843.37,8712.43,8755.25,34746706368.00,159807857328.00
3-Mar-20,8865.39,8901.60,8704.99,8787.79,42386715821.00,160383579416.00
2-Mar-20,8563.26,8921.31,8532.63,8869.67,42857674409.00,161861167745.00
1-Mar-20,8599.76,8726.80,8471.21,8562.45,35349164300.00,156238987740.00
29-Feb-20,8671.21,8775.63,8599.51,8599.51,35792392544.00,156895988084.00
28-Feb-20,8788.73,8890.46,8492.93,8672.46,44605450443.00,158211707019.00
27-Feb-20,8825.09,8932.89,8577.20,8784.49,45470195695.00,160238496932.00
26-Feb-20,9338.29,9354.78,8704.43,8820.52,50420050762.00,160879489024.00
25-Feb-20,9651.31,9652.74,9305.02,9341.71,42515259129.00,170369581558.00
24-Feb-20,9921.58,9951.75,9537.04,9650.17,45080496648.00,175977808526.00
23-Feb-20,9663.32,9937.40,9657.79,9924.52,41185185761.00,180963233540.00
22-Feb-20,9687.71,9698.23,9600.73,9663.18,35838025154.00,176180696548.00
21-Feb-20,9611.78,9723.01,9589.74,9686.44,40930547513.00,176587087363.00
20-Feb-20,9629.33,9643.22,9507.90,9608.48,44925260237.00,175147142158.00
19-Feb-20,10143.80,10191.68,9611.22,9633.39,46992019710.00,175585931679.00
18-Feb-20,9691.23,10161.94,9632.38,10142.00,47271023953.00,184838512656.00
17-Feb-20,9936.56,9938.82,9507.64,9690.14,45998298413.00,176585280987.00
16-Feb-20,9889.18,10053.97,9722.39,9934.43,43374780305.00,181017665264.00
15-Feb-20,10313.86,10341.56,9874.43,9889.42,43865054831.00,180179996219.00
14-Feb-20,10211.55,10322.00,10125.53,10312.12,43338264162.00,187862645449.00
13-Feb-20,10323.96,10457.63,10116.16,10214.38,49356071373.00,186065003526.00
12-Feb-20,10202.39,10393.61,10202.39,10326.05,43444303830.00,188081204386.00
11-Feb-20,9855.89,10210.05,9729.33,10208.24,37648059389.00,185917114989.00
10-Feb-20,10115.56,10165.77,9784.56,9856.61,39386548075.00,179494809266.00
9-Feb-20,9863.89,10129.44,9850.39,10116.67,35807884663.00,184214765394.00
8-Feb-20,9793.07,9876.75,9678.91,9865.12,35172043762.00,179615828322.00
7-Feb-20,9726.00,9834.72,9726.00,9795.94,34522718159.00,178339437206.00
6-Feb-20,9617.82,9824.62,9539.82,9729.80,37628823716.00,177118274394.00
5-Feb-20,9183.42,9701.30,9163.70,9613.42,35222060874.00,174983423933.00
4-Feb-20,9292.84,9331.27,9112.81,9180.96,29893183716.00,167093636162.00
3-Feb-20,9344.68,9540.37,9248.63,9293.52,30934096509.00,169126861034.00
2-Feb-20,9389.82,9468.80,9217.82,9344.37,30835736946.00,170034976662.00
1-Feb-20,9346.36,9439.32,9313.24,9392.88,25922656496.00,170900662180.00
31-Jan-20,9508.31,9521.71,9230.78,9350.53,29432489719.00,170112778161.00
30-Jan-20,9316.02,9553.13,9230.90,9508.99,32378792851.00,172978577931.00
29-Jan-20,9357.47,9406.43,9269.47,9316.63,30682598115.00,169460984603.00
28-Jan-20,8912.52,9358.59,8908.45,9358.59,34398744403.00,170205617955.00
27-Jan-20,8597.31,8977.73,8597.31,8909.82,28647338393.00,162027957435.00
26-Jan-20,8364.41,8602.40,8325.50,8596.83,22177678796.00,156322174637.00
25-Jan-20,8440.12,8458.45,8296.22,8367.85,19647331549.00,152143262650.00
24-Jan-20,8405.57,8514.67,8266.84,8445.43,24397913026.00,153536829768.00
23-Jan-20,8680.65,8687.75,8333.64,8406.52,25770680779.00,152813329633.00
22-Jan-20,8744.21,8792.99,8636.75,8680.88,22600204051.00,157783273070.00
21-Jan-20,8658.99,8755.71,8544.52,8745.89,24097418512.00,158947996834.00
20-Jan-20,8704.63,8745.59,8560.47,8657.64,26422375678.00,157327553259.00
19-Jan-20,8941.45,9164.36,8620.08,8706.25,34217320471.00,158194319735.00
18-Jan-20,8927.21,9012.20,8827.33,8942.81,32337772627.00,162475965880.00
17-Jan-20,8725.21,8958.12,8677.32,8929.04,36372139320.00,162211148778.00
16-Jan-20,8812.48,8846.46,8612.10,8723.79,31313981931.00,158465055984.00
15-Jan-20,8825.34,8890.12,8657.19,8807.01,40102834650.00,159959191212.00
14-Jan-20,8140.93,8879.51,8140.93,8827.76,44841784107.00,160319484883.00
13-Jan-20,8189.77,8197.79,8079.70,8144.19,22482910688.00,147890525973.00
12-Jan-20,8033.26,8200.06,8009.06,8192.49,22903438381.00,148752956966.00
11-Jan-20,8162.19,8218.36,8029.64,8037.54,25521165085.00,145924199942.00
10-Jan-20,7878.31,8166.55,7726.77,8166.55,28714583844.00,148249907277.00
9-Jan-20,8082.30,8082.30,7842.40,7879.07,24045990466.00,143016572819.00
8-Jan-20,8161.94,8396.74,7956.77,8079.86,31672559265.00,146645162431.00
7-Jan-20,7768.68,8178.22,7768.23,8163.69,28767291327.00,148152237654.00
6-Jan-20,7410.45,7781.87,7409.29,7769.22,23276261598.00,140976457304.00
5-Jan-20,7410.45,7544.50,7400.54,7411.32,19725074095.00,134469548249.00
4-Jan-20,7345.38,7427.39,7309.51,7410.66,18444271275.00,134442464030.00
3-Jan-20,6984.43,7413.72,6915.00,7344.88,28111481032.00,133233444755.00
2-Jan-20,7202.55,7212.16,6935.27,6985.47,20802083465.00,126699395235.00
1-Jan-20,7194.89,7254.33,7174.94,7200.17,18565664997.00,130580829150.00
31-Dec-19,7294.44,7335.29,7169.78,7193.60,21167946112.00,130446112598.00
30-Dec-19,7420.27,7454.82,7276.31,7293.00,22874131672.00,132235128152.00
29-Dec-19,7317.65,7513.95,7279.87,7422.65,22445257702.00,134570835775.00
28-Dec-19,7289.03,7399.04,7286.91,7317.99,21365673026.00,132659059740.00
27-Dec-19,7238.14,7363.53,7189.93,7290.09,22777360996.00,132139502950.00
26-Dec-19,7274.80,7388.30,7200.39,7238.97,22787010034.00,131200030100.00
25-Dec-19,7325.76,7357.02,7220.99,7275.16,21559505149.00,131840641292.00
24-Dec-19,7354.39,7535.72,7269.53,7322.53,22991622105.00,132687583295.00
23-Dec-19,7508.90,7656.18,7326.19,7355.63,27831788041.00,133275709111.00
22-Dec-19,7191.19,7518.03,7167.18,7511.59,23134537956.00,136088022049.00
21-Dec-19,7220.59,7223.23,7112.74,7191.16,19312552168.00,130267655889.00
20-Dec-19,7208.64,7257.92,7086.12,7218.82,22633815180.00,130752796980.00
19-Dec-19,7277.59,7346.60,7041.38,7202.84,25904604416.00,130445758713.00
18-Dec-19,6647.70,7324.98,6540.05,7276.80,31836522778.00,131754969804.00
17-Dec-19,6931.32,6964.07,6587.97,6640.52,22363804217.00,120234244809.00
16-Dec-19,7153.66,7171.17,6903.68,6932.48,20213265950.00,125515586952.00
15-Dec-19,7124.24,7181.08,6924.38,7152.30,16881129804.00,129481424648.00
14-Dec-19,7268.90,7308.84,7097.21,7124.67,17137029730.00,128970221233.00
13-Dec-19,7244.66,7293.56,7227.12,7269.68,17125736940.00,131581377758.00
12-Dec-19,7216.74,7266.64,7164.74,7243.13,18927080224.00,131087151088.00
11-Dec-19,7277.20,7324.16,7195.53,7217.43,16350490689.00,130609895528.00
10-Dec-19,7397.13,7424.02,7246.04,7278.12,18249031195.00,131696121855.00
9-Dec-19,7561.80,7618.09,7365.99,7400.90,17872021272.00,133904005787.00
8-Dec-19,7551.34,7634.61,7476.09,7564.35,15409908086.00,136847419896.00
7-Dec-19,7547.27,7589.95,7525.71,7556.24,15453520564.00,136686769529.00
6-Dec-19,7450.56,7547.00,7392.18,7547.00,18104466307.00,136504883935.00
5-Dec-19,7253.24,7743.43,7232.68,7448.31,18816085231.00,134706455048.00
4-Dec-19,7320.13,7539.78,7170.92,7252.03,21664240918.00,131143073943.00
3-Dec-19,7323.98,7418.86,7229.36,7320.15,14797485769.00,132359942301.00
2-Dec-19,7424.04,7474.82,7233.40,7321.99,17082040706.00,132378982377.00
1-Dec-19,7571.62,7571.62,7291.34,7424.29,18720708479.00,134215145410.00
30-Nov-19,7764.06,7836.10,7515.85,7569.63,17158194786.00,136829391049.00
29-Nov-19,7466.73,7781.18,7460.76,7761.24,19709695456.00,140280108521.00
28-Nov-19,7536.82,7730.07,7454.12,7463.11,19050116751.00,134879411013.00
27-Nov-19,7220.88,7619.69,6974.17,7531.66,23991412764.00,136102712894.00
26-Nov-19,7145.16,7320.23,7098.57,7218.37,21129505542.00,130429018720.00
25-Nov-19,7039.98,7319.86,6617.17,7146.13,42685231262.00,129112952930.00
24-Nov-19,7398.63,7408.58,7029.29,7047.92,30433517289.00,127327398565.00
23-Nov-19,7296.16,7442.26,7151.42,7397.80,21008924418.00,133636205957.00
22-Nov-19,7643.57,7697.38,6936.71,7296.58,34242315785.00,131791783672.00
21-Nov-19,8023.64,8110.10,7597.38,7642.75,22514243371.00,138031885379.00
20-Nov-19,8203.61,8237.24,8010.51,8027.27,20764300437.00,144962727398.00
19-Nov-19,8305.13,8408.52,8099.96,8206.15,21083613816.00,148178376843.00
18-Nov-19,8573.98,8653.28,8273.57,8309.29,21579470673.00,150025712267.00
17-Nov-19,8549.47,8727.79,8500.97,8577.98,18668638897.00,154861842425.00
16-Nov-19,8491.17,8592.00,8473.97,8550.76,16495389808.00,154354054194.00
15-Nov-19,8705.71,8730.87,8484.84,8491.99,21796856471.00,153277483626.00
14-Nov-19,8811.94,8826.94,8692.55,8708.10,19084739975.00,157160974644.00
13-Nov-19,8812.03,8836.84,8761.65,8808.26,17545755405.00,158949942842.00
12-Nov-19,8759.75,8853.77,8685.43,8815.66,20309769107.00,159068712900.00
11-Nov-19,9056.92,9081.28,8700.61,8757.79,20265510765.00,158009772437.00
10-Nov-19,8812.49,9103.83,8806.16,9055.53,20587919881.00,163364406732.00
9-Nov-19,8809.47,8891.82,8793.16,8813.58,17578630606.00,158981489715.00
8-Nov-19,9265.37,9272.76,8775.53,8804.88,24333037836.00,158808570729.00
7-Nov-19,9352.39,9368.48,9202.35,9267.56,22700383839.00,167138722904.00
6-Nov-19,9340.86,9423.24,9305.91,9360.88,23133895765.00,168806151583.00
5-Nov-19,9413.00,9457.42,9256.93,9342.53,26198609048.00,168459778835.00
4-Nov-19,9235.61,9505.05,9191.49,9412.61,26170255634.00,169706332936.00
3-Nov-19,9324.79,9379.81,9141.25,9235.35,21132220847.00,166495319475.00
2-Nov-19,9259.78,9377.49,9249.59,9324.72,21242676385.00,168090392935.00
1-Nov-19,9193.99,9275.66,9132.05,9261.10,24324691031.00,166928044164.00
31-Oct-19,9202.46,9383.16,9028.72,9199.58,26583653947.00,165804227835.00
30-Oct-19,9422.46,9426.87,9085.37,9205.73,27706531577.00,165899500650.00
29-Oct-19,9248.44,9516.18,9232.65,9427.69,28426779937.00,169883866262.00
28-Oct-19,9565.10,9805.12,9256.15,9256.15,30948255332.00,166777392742.00
27-Oct-19,9241.71,9749.53,9112.54,9551.71,32593129501.00,172087039875.00
26-Oct-19,8667.58,10021.74,8662.62,9244.97,44496255609.00,166547360782.00
25-Oct-19,7490.70,8691.54,7479.98,8660.70,28705065488.00,156006603607.00
24-Oct-19,7509.73,7532.87,7446.99,7493.49,16268708849.00,134968410276.00
23-Oct-19,8076.23,8093.00,7469.32,7514.67,21942878958.00,135337364282.00
22-Oct-19,8243.40,8296.65,8074.46,8078.20,16803377857.00,145469660005.00
21-Oct-19,8225.12,8296.69,8196.42,8243.72,15868748866.00,148432733155.00
20-Oct-19,7997.81,8281.82,7949.44,8222.08,15504249442.00,148026597064.00
19-Oct-19,7973.80,8082.63,7944.78,7988.56,13797825640.00,143808163807.00
18-Oct-19,8100.93,8138.41,7902.16,7973.21,15651592610.00,143517630376.00
17-Oct-19,8047.81,8134.83,8000.94,8103.91,14313052244.00,145853994298.00
16-Oct-19,8204.67,8216.81,7985.09,8047.53,16071646996.00,144823993562.00
15-Oct-19,8373.46,8410.71,8182.71,8205.37,15220412632.00,147650082215.00
14-Oct-19,8320.83,8390.21,8284.13,8374.69,15151387859.00,150680499056.00
13-Oct-19,8336.90,8470.99,8276.61,8321.01,13808286059.00,149700817939.00
12-Oct-19,8315.66,8415.24,8313.34,8336.56,14532641605.00,149965767624.00
11-Oct-19,8585.26,8721.78,8316.18,8321.76,19604381101.00,149685618275.00
10-Oct-19,8585.28,8625.27,8471.93,8586.47,17618660671.00,154430515160.00
9-Oct-19,8229.84,8627.71,8169.30,8595.74,19384942333.00,154579656110.00
8-Oct-19,8246.85,8332.72,8185.76,8228.78,15592264032.00,147966069982.00
7-Oct-19,7989.12,8308.45,7905.77,8245.62,18009742607.00,148252589805.00
6-Oct-19,8149.88,8161.41,7958.85,7988.16,13160830305.00,143607672862.00
5-Oct-19,8210.15,8215.53,8071.12,8151.50,12200497197.00,146529229668.00
4-Oct-19,8259.49,8260.06,8151.24,8205.94,13139456229.00,147491804056.00
3-Oct-19,8390.77,8414.23,8146.44,8259.99,13668823409.00,148448162840.00
2-Oct-19,8344.21,8393.04,8227.70,8393.04,13125712443.00,150823797662.00
1-Oct-19,8299.72,8497.69,8232.68,8343.28,15305343413.00,149913972768.00
30-Sep-19,8104.23,8314.23,7830.76,8293.87,17115474183.00,149011567415.00
29-Sep-19,8246.04,8261.71,7990.50,8104.19,13034629109.00,145590374681.00
28-Sep-19,8251.27,8285.62,8125.43,8245.92,14141152736.00,148122503616.00
27-Sep-19,8113.10,8271.52,7965.92,8251.85,16408941156.00,148212635834.00
26-Sep-19,8487.67,8515.69,7895.63,8118.97,19258205289.00,145812492488.00
25-Sep-19,8603.43,8744.83,8325.40,8486.99,21744728353.00,152404005091.00
24-Sep-19,9729.32,9804.32,8370.80,8620.57,25002886689.00,154785821876.00
23-Sep-19,10067.96,10074.24,9727.14,9729.32,15144925408.00,174674558023.00
22-Sep-19,10024.12,10074.44,9922.53,10070.39,13199651698.00,180784051699.00
21-Sep-19,10183.65,10188.10,10000.71,10019.72,13425266806.00,179853287294.00
20-Sep-19,10266.32,10285.87,10132.19,10181.64,14734189639.00,182738947696.00
19-Sep-19,10200.50,10295.67,9851.69,10266.41,19937691247.00,184240949577.00
18-Sep-19,10247.80,10275.93,10191.47,10198.25,16169268880.00,182998899156.00
17-Sep-19,10281.51,10296.77,10199.74,10241.27,15304603363.00,183748515828.00
16-Sep-19,10347.22,10386.87,10189.74,10276.79,15160167779.00,184366827555.00
15-Sep-19,10356.47,10387.03,10313.09,10347.71,12043433567.00,185618174384.00
14-Sep-19,10345.40,10422.13,10291.69,10358.05,13468713124.00,185784300332.00
13-Sep-19,10415.36,10441.49,10226.60,10360.55,14109864675.00,185809163035.00
12-Sep-19,10176.82,10442.25,10099.24,10410.13,15323563925.00,186678943059.00
11-Sep-19,10123.03,10215.95,9980.78,10178.37,15428063426.00,182502788242.00
10-Sep-19,10336.41,10394.35,10020.57,10115.98,14906809639.00,181360731383.00
9-Sep-19,10443.23,10450.31,10144.93,10334.97,17595943368.00,185263578990.00
8-Sep-19,10518.11,10595.64,10409.09,10441.28,13670567493.00,187150078007.00
7-Sep-19,10353.93,10558.67,10348.92,10517.25,15307366476.00,188488525926.00
6-Sep-19,10578.20,10898.76,10292.30,10353.30,19536574783.00,185530405363.00
5-Sep-19,10588.18,10627.27,10516.42,10575.53,14551239508.00,189492405383.00
4-Sep-19,10621.18,10762.64,10434.71,10594.49,16742664769.00,189810010608.00
3-Sep-19,10345.73,10736.10,10308.55,10623.54,19384917989.00,190312487956.00
2-Sep-19,9757.47,10396.59,9730.65,10346.76,17248102294.00,185333114163.00
1-Sep-19,9630.59,9796.76,9582.94,9757.97,11445355859.00,174768292883.00
31-Aug-19,9597.54,9673.22,9531.80,9630.66,11454806419.00,172470743516.00
30-Aug-19,9514.84,9656.12,9428.30,9598.17,13595263986.00,171869216524.00
29-Aug-19,9756.79,9756.79,9421.63,9510.20,17045878501.00,170274910132.00
28-Aug-19,10203.43,10279.37,9716.66,9754.42,17603790323.00,174627460400.00
27-Aug-19,10372.83,10381.33,10087.30,10185.50,14762609503.00,182325540955.00
26-Aug-19,10126.30,10512.33,10126.30,10370.82,18438654080.00,185625235889.00
25-Aug-19,10160.74,10304.62,10008.79,10138.52,14153856610.00,181450186164.00
24-Aug-19,10407.64,10418.02,9982.30,10159.96,15451030650.00,181813631752.00
23-Aug-19,10136.31,10442.44,10078.19,10407.97,15627023886.00,186231409722.00
22-Aug-19,10142.52,10233.00,9831.46,10131.06,17097508856.00,181257125783.00
21-Aug-19,10764.57,10798.73,9962.72,10138.05,19473084768.00,181364502142.00
20-Aug-19,10916.35,10947.04,10618.96,10763.23,15053082175.00,192530283565.00
19-Aug-19,10350.28,10916.05,10313.20,10916.05,16038264603.00,195243306008.00
18-Aug-19,10233.01,10487.07,10119.09,10345.81,12999813869.00,185022920955.00
17-Aug-19,10358.72,10452.62,10086.70,10231.74,13778035685.00,182966857173.00
16-Aug-19,10319.42,10524.35,9855.48,10374.34,20228207096.00,185500055339.00
15-Aug-19,10038.42,10437.41,9675.32,10311.55,22899115082.00,184357666577.00
14-Aug-19,10889.49,10889.56,10028.14,10051.70,19990838300.00,179692803424.00
13-Aug-19,11385.05,11420.05,10830.33,10895.83,16681503537.00,194762696644.00
12-Aug-19,11528.19,11528.19,11320.95,11382.62,13647198229.00,203441494985.00
11-Aug-19,11349.74,11523.58,11248.29,11523.58,15774371518.00,205941632235.00
10-Aug-19,11861.56,11915.66,11323.90,11354.02,18125355447.00,202890020455.00
9-Aug-19,11953.47,11970.46,11709.75,11862.94,18339989960.00,211961319133.00
8-Aug-19,11954.04,11979.42,11556.17,11966.41,19481591730.00,213788089212.00
7-Aug-19,11476.19,12036.99,11433.70,11941.97,22194988641.00,213330426789.00
6-Aug-19,11811.55,12273.82,11290.73,11478.17,23635107660.00,205023347814.00
5-Aug-19,10960.74,11895.09,10960.74,11805.65,23875988832.00,210848822060.00
4-Aug-19,10821.63,11009.21,10620.28,10970.18,16530894787.00,195907875403.00
3-Aug-19,10519.28,10946.78,10503.50,10821.73,15352685061.00,193233960601.00
2-Aug-19,10402.04,10657.95,10371.01,10518.17,17489094082.00,187791090996.00
1-Aug-19,10077.44,10446.92,9922.02,10399.67,17165337858.00,185653203391.00
31-Jul-19,9604.05,10085.63,9598.10,10085.63,16631520648.00,180028959603.00
30-Jul-19,9522.33,9701.76,9437.34,9607.42,13829811132.00,171472452506.00
29-Jul-19,9548.18,9681.65,9472.95,9519.15,13791445323.00,169880343827.00
28-Jul-19,9491.63,9575.55,9252.30,9552.86,13738687093.00,170461958074.00
27-Jul-19,9871.16,10167.32,9411.52,9477.68,16817809536.00,169099540423.00
26-Jul-19,9913.13,9916.52,9717.98,9870.30,14495714483.00,176085968354.00
25-Jul-19,9809.10,10154.25,9773.96,9911.84,15821952090.00,176806451137.00
24-Jul-19,9887.73,9908.80,9614.31,9811.93,17398734322.00,175005760794.00
23-Jul-19,10346.75,10346.75,9883.60,9900.77,17851916995.00,176572890702.00
22-Jul-19,10596.95,10651.79,10154.92,10343.11,16334414913.00,184443440748.00
21-Jul-19,10777.53,10841.89,10389.60,10599.11,17130580467.00,188987475962.00
20-Jul-19,10525.82,11048.66,10451.28,10767.14,20206615155.00,191963691255.00
19-Jul-19,10653.96,10716.98,10229.63,10530.73,20727426310.00,187725578628.00
18-Jul-19,9698.50,10736.84,9376.80,10666.48,25187024648.00,190129918121.00
17-Jul-19,9471.21,9963.13,9163.13,9693.80,24569921549.00,172777250515.00
16-Jul-19,10896.65,10996.63,9448.11,9477.64,24151199070.00,168908640950.00
15-Jul-19,10257.84,11052.77,9992.01,10895.09,25384047207.00,194147627475.00
14-Jul-19,11381.02,11451.20,10234.58,10256.06,22486000001.00,182741933552.00
13-Jul-19,11813.13,11841.96,10908.48,11392.38,21042616384.00,202968191001.00
12-Jul-19,11354.30,11905.49,11179.14,11815.99,23534692797.00,210494417832.00
11-Jul-19,12139.71,12144.62,11158.92,11358.66,28595327690.00,202324174692.00
10-Jul-19,12571.54,13129.53,11710.98,12156.51,33627574244.00,216515999522.00
9-Jul-19,12284.33,12779.13,12233.26,12573.81,28167921523.00,223928128583.00
8-Jul-19,11446.60,12345.83,11393.37,12285.96,23482551458.00,218778355444.00
7-Jul-19,11217.62,11541.62,11148.80,11450.85,19369044277.00,203881891346.00
6-Jul-19,10982.54,11620.97,10982.54,11208.55,21092024306.00,199546110914.00
5-Jul-19,11203.10,11395.66,10874.96,10978.46,23838480210.00,195424678267.00
4-Jul-19,11972.72,12006.08,11166.57,11215.44,25920294033.00,199617404432.00
3-Jul-19,10818.16,11968.08,10818.16,11961.27,30796494294.00,212867079175.00
2-Jul-19,10588.68,10912.19,9737.88,10801.68,31015895223.00,192206536806.00
1-Jul-19,10796.93,11206.44,10089.31,10583.13,29378589324.00,188297637574.00
30-Jun-19,11931.99,12178.38,10799.01,10817.16,27256473494.00,192442065810.00
29-Jun-19,12400.76,12400.91,11508.38,11959.37,29923961128.00,212739713110.00
28-Jun-19,11162.17,12445.18,10914.49,12407.33,35087757766.00,220681459666.00
27-Jun-19,13017.12,13311.14,10491.85,11182.81,39977475223.00,198878940964.00
26-Jun-19,11778.58,13796.49,11755.60,13016.23,45105733173.00,231462117209.00
25-Jun-19,11007.20,11790.92,11007.20,11790.92,24879684533.00,209647943360.00
24-Jun-19,10853.74,11065.90,10610.43,11011.10,19271652365.00,195762668679.00
23-Jun-19,10696.69,11246.14,10556.10,10855.37,20998326502.00,192970090355.00
22-Jun-19,10175.92,11157.35,10107.04,10701.69,29995204861.00,190214124824.00
21-Jun-19,9525.07,10144.56,9525.07,10144.56,20624008643.00,180293241528.00
20-Jun-19,9273.06,9594.42,9232.48,9527.16,17846823784.00,169304784791.00
