Date,Open,High,Low,Close,Volume,Market Cap
19-Jun-19,9078.73,9299.62,9070.40,9273.52,15546809946.00,164780855869.00
18-Jun-19,9335.47,9348.37,9004.90,9081.76,15848210536.00,161353637186.00
17-Jun-19,8988.92,9416.41,8988.92,9320.35,15562951919.00,165573372261.00
16-Jun-19,8841.44,9335.87,8814.56,8994.49,23348550311.00,159769423370.00
15-Jun-19,8689.75,8859.13,8618.40,8838.38,18371033226.00,156982138835.00
14-Jun-19,8230.90,8710.64,8183.39,8693.83,19831162906.00,154398880249.00
13-Jun-19,8145.55,8311.57,8087.06,8230.92,18669407147.00,146160317148.00
12-Jun-19,7925.43,8196.65,7862.36,8145.86,19034432883.00,144634684711.00
11-Jun-19,8004.24,8026.39,7772.80,7927.71,17107279932.00,140748537530.00
10-Jun-19,7692.28,8031.91,7586.73,8000.33,18689275117.00,142023351079.00
9-Jun-19,7949.67,7975.97,7583.22,7688.08,16610726547.00,136465098533.00
8-Jun-19,8036.77,8076.89,7837.61,7954.13,16522722810.00,141172841635.00
7-Jun-19,7826.90,8126.15,7788.37,8043.95,19141423231.00,142754693588.00
6-Jun-19,7819.63,7937.34,7571.47,7822.02,19474611077.00,138800725479.00
5-Jun-19,7704.34,7901.85,7668.67,7824.23,21760923463.00,138824651666.00
4-Jun-19,8210.99,8210.99,7564.49,7707.77,24609731549.00,136742790469.00
3-Jun-19,8741.75,8743.50,8204.19,8208.99,22004511436.00,145619047341.00
2-Jun-19,8565.47,8809.30,8561.24,8742.96,20266216022.00,155077231351.00
1-Jun-19,8573.84,8625.60,8481.58,8564.02,22488303544.00,151890214310.00
